corpus,run,gt_id,role,value,outcome,pred_field
dev_production_line,2,RULE-THR-CHM01-HUM-CRIT,warnLo,20.0,slot-bound,warn_lo
dev_production_line,2,RULE-THR-CHM01-HUM-CRIT,warnHi,50.0,slot-bound,warn_hi
dev_production_line,2,RULE-THR-CHM01-HUM-CRIT,critHi,60.0,slot-bound,crit_hi
dev_production_line,2,RULE-THR-RND01-TMP-CRIT,critLo,15.0,slot-bound,crit_lo
dev_production_line,2,RULE-THR-RND01-TMP-CRIT,warnLo,18.0,slot-bound,warn_lo
dev_production_line,2,RULE-THR-RND01-TMP-CRIT,warnHi,26.0,slot-bound,warn_hi
dev_production_line,2,RULE-THR-RND01-TMP-CRIT,critHi,30.0,slot-bound,crit_hi
dev_production_line,2,RULE-THR-RND01-HUM-CRIT,critLo,25.0,slot-bound,crit_lo
dev_production_line,2,RULE-THR-RND01-HUM-CRIT,warnLo,35.0,slot-bound,warn_lo
dev_production_line,2,RULE-THR-RND01-HUM-CRIT,warnHi,65.0,slot-bound,warn_hi
dev_production_line,2,RULE-THR-RND01-HUM-CRIT,critHi,75.0,slot-bound,crit_hi
dev_production_line,2,RULE-THR-CAF01-TMP-CRIT,critLo,14.0,slot-bound,crit_lo
dev_production_line,2,RULE-THR-CAF01-TMP-CRIT,warnLo,17.0,slot-bound,warn_lo
dev_production_line,2,RULE-THR-CAF01-TMP-CRIT,warnHi,26.0,slot-bound,warn_hi
dev_production_line,2,RULE-THR-CAF01-TMP-CRIT,critHi,30.0,slot-bound,crit_hi
dev_production_line,2,RULE-THR-CAF01-HUM-CRIT,critLo,25.0,slot-bound,crit_lo
dev_production_line,2,RULE-THR-CAF01-HUM-CRIT,warnLo,35.0,slot-bound,warn_lo
dev_production_line,2,RULE-THR-CAF01-HUM-CRIT,warnHi,70.0,slot-bound,warn_hi
dev_production_line,2,RULE-THR-CAF01-HUM-CRIT,critHi,80.0,slot-bound,crit_hi
dev_production_line,3,RULE-ST01-01,critLo,105.0,slot-bound,crit_lo
dev_production_line,3,RULE-ST01-01,warnLo,112.0,slot-bound,warn_lo
dev_production_line,3,RULE-ST01-01,warnHi,128.0,slot-bound,warn_hi
dev_production_line,3,RULE-ST01-01,critHi,135.0,slot-bound,crit_hi
dev_production_line,3,RULE-ST01-02,critLo,15.0,missing,
dev_production_line,3,RULE-ST01-02,warnLo,18.0,missing,
dev_production_line,3,RULE-ST01-02,warnHi,26.0,in-text,condition
dev_production_line,3,RULE-ST01-02,critHi,30.0,missing,
dev_production_line,3,RULE-ST01-03,critLo,3.0,in-text,condition
dev_production_line,3,RULE-ST01-03,warnLo,3.3,in-text,condition
dev_production_line,3,RULE-ST01-03,warnHi,4.2,missing,
dev_production_line,3,RULE-ST01-03,critHi,4.8,missing,
dev_production_line,3,RULE-ST02-01,critLo,165.0,missing,
dev_production_line,3,RULE-ST02-01,warnLo,175.0,in-text,tmp
dev_production_line,3,RULE-ST02-01,warnHi,195.0,in-text,tmp
dev_production_line,3,RULE-ST02-01,critHi,210.0,missing,
dev_production_line,3,RULE-ST02-02,critLo,165.0,missing,
dev_production_line,3,RULE-ST02-02,warnLo,175.0,missing,
dev_production_line,3,RULE-ST02-02,warnHi,195.0,missing,
dev_production_line,3,RULE-ST02-02,critHi,210.0,in-text,condition
dev_production_line,3,RULE-ST02-04,critLo,9.5,missing,
dev_production_line,3,RULE-ST02-04,warnLo,11.0,missing,
dev_production_line,3,RULE-ST02-04,warnHi,13.5,missing,
dev_production_line,3,RULE-ST02-04,critHi,15.0,missing,
dev_production_line,3,RULE-ST03-01,critLo,1.5,missing,
dev_production_line,3,RULE-ST03-01,warnLo,1.8,in-text,ten
dev_production_line,3,RULE-ST03-01,warnHi,2.6,in-text,ten
dev_production_line,3,RULE-ST03-01,critHi,3.0,missing,
dev_production_line,3,RULE-ST03-02b,critLo,100.0,slot-bound,crit_lo
dev_production_line,3,RULE-ST03-02b,warnLo,110.0,slot-bound,warn_lo
dev_production_line,3,RULE-ST03-02b,warnHi,130.0,slot-bound,warn_hi
dev_production_line,3,RULE-ST03-02b,critHi,140.0,slot-bound,crit_hi
dev_production_line,3,RULE-ST03-03,critLo,1.5,missing,
dev_production_line,3,RULE-ST03-03,warnLo,1.8,missing,
dev_production_line,3,RULE-ST03-03,warnHi,2.6,missing,
dev_production_line,3,RULE-ST03-03,critHi,3.0,missing,
dev_production_line,3,RULE-ST04-01,critLo,0.01,missing,
dev_production_line,3,RULE-ST04-01,warnLo,0.02,missing,
dev_production_line,3,RULE-ST04-01,warnHi,0.2,missing,
dev_production_line,3,RULE-ST04-01,critHi,0.35,missing,
dev_production_line,3,RULE-ST04-02,critLo,0.01,missing,
dev_production_line,3,RULE-ST04-02,warnLo,0.02,missing,
dev_production_line,3,RULE-ST04-02,warnHi,0.2,missing,
dev_production_line,3,RULE-ST04-02,critHi,0.35,in-text,condition
dev_production_line,3,RULE-ST04-03,critLo,1.25,missing,
dev_production_line,3,RULE-ST04-03,warnLo,1.0,in-text,condition
dev_production_line,3,RULE-ST04-03,warnHi,1.4,missing,
dev_production_line,3,RULE-ST04-03,critHi,1.6,missing,
dev_production_line,3,RULE-SRV01-01,critLo,16.0,missing,
dev_production_line,3,RULE-SRV01-01,warnLo,18.0,missing,
dev_production_line,3,RULE-SRV01-01,warnHi,25.0,in-text,tmp
dev_production_line,3,RULE-SRV01-01,critHi,28.0,missing,
dev_production_line,3,RULE-SRV01-02,critLo,16.0,missing,
dev_production_line,3,RULE-SRV01-02,warnLo,18.0,missing,
dev_production_line,3,RULE-SRV01-02,warnHi,25.0,missing,
dev_production_line,3,RULE-SRV01-02,critHi,28.0,in-text,condition
dev_production_line,3,RULE-WRH01-01b,critLo,-1.0,missing,
dev_production_line,3,RULE-WRH01-01b,warnLo,0.5,in-text,tmp_limit
dev_production_line,3,RULE-WRH01-01b,warnHi,8.0,in-text,tmp_limit
dev_production_line,3,RULE-WRH01-01b,critHi,12.0,in-text,condition
dev_production_line,3,RULE-WRH01-02,critLo,55.0,missing,
dev_production_line,3,RULE-WRH01-02,warnLo,60.0,missing,
dev_production_line,3,RULE-WRH01-02,warnHi,85.0,in-text,condition
dev_production_line,3,RULE-WRH01-02,critHi,90.0,missing,
dev_production_line,3,RULE-CHM01-01a,critLo,5.0,missing,
dev_production_line,3,RULE-CHM01-01a,warnLo,10.0,in-text,tmp_limit
dev_production_line,3,RULE-CHM01-01a,warnHi,20.0,in-text,tmp_limit
dev_production_line,3,RULE-CHM01-01a,critHi,25.0,in-text,condition
dev_production_line,3,RULE-CHM01-01b,critLo,5.0,missing,
dev_production_line,3,RULE-CHM01-01b,warnLo,10.0,in-text,condition
dev_production_line,3,RULE-CHM01-01b,warnHi,20.0,in-text,condition
dev_production_line,3,RULE-CHM01-01b,critHi,25.0,missing,
dev_production_line,3,RULE-CHM01-02a,critLo,15.0,missing,
dev_production_line,3,RULE-CHM01-02a,warnLo,20.0,missing,
dev_production_line,3,RULE-CHM01-02a,warnHi,50.0,in-text,hum_limit
dev_production_line,3,RULE-CHM01-02a,critHi,60.0,missing,
dev_production_line,3,RULE-RND01-01,critLo,15.0,missing,
dev_production_line,3,RULE-RND01-01,warnLo,18.0,in-text,tmp
dev_production_line,3,RULE-RND01-01,warnHi,26.0,in-text,tmp
dev_production_line,3,RULE-RND01-01,critHi,30.0,missing,
dev_production_line,3,RULE-RND01-02a,critLo,25.0,missing,
dev_production_line,3,RULE-RND01-02a,warnLo,35.0,missing,
dev_production_line,3,RULE-RND01-02a,warnHi,65.0,in-text,condition_1
dev_production_line,3,RULE-RND01-02a,critHi,75.0,in-text,condition_2
dev_production_line,3,RULE-CAF01-01,critLo,14.0,missing,
dev_production_line,3,RULE-CAF01-01,warnLo,17.0,missing,
dev_production_line,3,RULE-CAF01-01,warnHi,26.0,in-text,condition
dev_production_line,3,RULE-CAF01-01,critHi,30.0,missing,
dev_production_line,3,RULE-CAF01-02,critLo,25.0,missing,
dev_production_line,3,RULE-CAF01-02,warnLo,35.0,missing,
dev_production_line,3,RULE-CAF01-02,warnHi,70.0,in-text,condition
dev_production_line,3,RULE-CAF01-02,critHi,80.0,missing,
dev_production_line,3,RULE-THR-ST01-TMP-CRIT,critLo,15.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST01-TMP-CRIT,warnLo,18.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST01-TMP-CRIT,warnHi,26.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST01-TMP-CRIT,critHi,30.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST01-PRS-CRIT,critLo,3.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST01-PRS-CRIT,warnLo,3.3,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST01-PRS-CRIT,warnHi,4.2,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST01-PRS-CRIT,critHi,4.8,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST01-FLW-CRIT,critLo,105.0,missing,
dev_production_line,3,RULE-THR-ST01-FLW-CRIT,warnLo,112.0,in-text,flw
dev_production_line,3,RULE-THR-ST01-FLW-CRIT,warnHi,128.0,in-text,flw
dev_production_line,3,RULE-THR-ST01-FLW-CRIT,critHi,135.0,missing,
dev_production_line,3,RULE-THR-ST02-TMP-CRIT,critLo,165.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST02-TMP-CRIT,warnLo,175.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST02-TMP-CRIT,warnHi,195.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST02-TMP-CRIT,critHi,210.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST02-PRS-CRIT,critLo,4.2,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST02-PRS-CRIT,warnLo,4.6,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST02-PRS-CRIT,warnHi,5.7,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST02-PRS-CRIT,critHi,6.2,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST02-CUR-CRIT,critLo,9.5,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST02-CUR-CRIT,warnLo,11.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST02-CUR-CRIT,warnHi,13.5,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST02-CUR-CRIT,critHi,15.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST03-SPD-CRIT,critLo,1.05,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST03-SPD-CRIT,warnLo,1.15,missing,
dev_production_line,3,RULE-THR-ST03-SPD-CRIT,warnHi,1.35,missing,
dev_production_line,3,RULE-THR-ST03-SPD-CRIT,critHi,1.05,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST03-TEN-CRIT,critLo,1.5,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST03-TEN-CRIT,warnLo,1.8,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST03-TEN-CRIT,warnHi,2.6,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST03-TEN-CRIT,critHi,3.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST03-CNT-CRIT,critLo,100.0,in-text,condition_2
dev_production_line,3,RULE-THR-ST03-CNT-CRIT,warnLo,110.0,in-text,condition_1
dev_production_line,3,RULE-THR-ST03-CNT-CRIT,warnHi,130.0,missing,
dev_production_line,3,RULE-THR-ST03-CNT-CRIT,critHi,140.0,missing,
dev_production_line,3,RULE-THR-ST04-VIB-CRIT,critLo,0.01,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST04-VIB-CRIT,warnLo,0.02,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST04-VIB-CRIT,warnHi,0.2,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST04-VIB-CRIT,critHi,0.35,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST04-CUR-CRIT,critLo,6.5,slot-bound,crit_lo
dev_production_line,3,RULE-THR-ST04-CUR-CRIT,warnLo,7.5,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST04-CUR-CRIT,warnHi,9.8,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST04-CUR-CRIT,critHi,11.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-ST04-SPD-CRIT,critLo,1.25,missing,
dev_production_line,3,RULE-THR-ST04-SPD-CRIT,warnLo,1.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-ST04-SPD-CRIT,warnHi,1.4,slot-bound,warn_hi
dev_production_line,3,RULE-THR-ST04-SPD-CRIT,critHi,1.6,slot-bound,crit_hi
dev_production_line,3,RULE-THR-SRV01-TMP-CRIT,critLo,16.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-SRV01-TMP-CRIT,warnLo,18.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-SRV01-TMP-CRIT,warnHi,25.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-SRV01-TMP-CRIT,critHi,28.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-SRV01-HUM-CRIT,critLo,25.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-SRV01-HUM-CRIT,warnLo,30.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-SRV01-HUM-CRIT,warnHi,60.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-SRV01-HUM-CRIT,critHi,70.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-WRH01-TMP-CRIT,critLo,-1.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-WRH01-TMP-CRIT,warnLo,0.5,slot-bound,warn_lo
dev_production_line,3,RULE-THR-WRH01-TMP-CRIT,warnHi,8.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-WRH01-TMP-CRIT,critHi,12.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-WRH01-HUM-CRIT,critLo,55.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-WRH01-HUM-CRIT,warnLo,60.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-WRH01-HUM-CRIT,warnHi,85.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-WRH01-HUM-CRIT,critHi,90.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-CHM01-TMP-CRIT,critLo,5.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-CHM01-TMP-CRIT,warnLo,10.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-CHM01-TMP-CRIT,warnHi,20.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-CHM01-TMP-CRIT,critHi,25.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-CHM01-HUM-CRIT,critLo,15.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-CHM01-HUM-CRIT,warnLo,20.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-CHM01-HUM-CRIT,warnHi,50.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-CHM01-HUM-CRIT,critHi,60.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-RND01-TMP-CRIT,critLo,15.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-RND01-TMP-CRIT,warnLo,18.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-RND01-TMP-CRIT,warnHi,26.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-RND01-TMP-CRIT,critHi,30.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-RND01-HUM-CRIT,critLo,25.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-RND01-HUM-CRIT,warnLo,35.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-RND01-HUM-CRIT,warnHi,65.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-RND01-HUM-CRIT,critHi,75.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-CAF01-TMP-CRIT,critLo,14.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-CAF01-TMP-CRIT,warnLo,17.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-CAF01-TMP-CRIT,warnHi,26.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-CAF01-TMP-CRIT,critHi,30.0,slot-bound,crit_hi
dev_production_line,3,RULE-THR-CAF01-HUM-CRIT,critLo,25.0,slot-bound,crit_lo
dev_production_line,3,RULE-THR-CAF01-HUM-CRIT,warnLo,35.0,slot-bound,warn_lo
dev_production_line,3,RULE-THR-CAF01-HUM-CRIT,warnHi,70.0,slot-bound,warn_hi
dev_production_line,3,RULE-THR-CAF01-HUM-CRIT,critHi,80.0,slot-bound,crit_hi
dev_production_line,4,RULE-ST01-01,critLo,105.0,missing,
dev_production_line,4,RULE-ST01-01,warnLo,112.0,in-text,rule
dev_production_line,4,RULE-ST01-01,warnHi,128.0,in-text,rule
dev_production_line,4,RULE-ST01-01,critHi,135.0,missing,
dev_production_line,4,RULE-ST01-02,critLo,15.0,missing,
dev_production_line,4,RULE-ST01-02,warnLo,18.0,missing,
dev_production_line,4,RULE-ST01-02,warnHi,26.0,in-text,rule
dev_production_line,4,RULE-ST01-02,critHi,30.0,missing,
dev_production_line,4,RULE-ST01-03,critLo,3.0,in-text,rule
dev_production_line,4,RULE-ST01-03,warnLo,3.3,in-text,rule
dev_production_line,4,RULE-ST01-03,warnHi,4.2,missing,
dev_production_line,4,RULE-ST01-03,critHi,4.8,missing,
dev_production_line,4,RULE-ST02-01,critLo,165.0,missing,
dev_production_line,4,RULE-ST02-01,warnLo,175.0,in-text,rule
dev_production_line,4,RULE-ST02-01,warnHi,195.0,in-text,rule
dev_production_line,4,RULE-ST02-01,critHi,210.0,missing,
dev_production_line,4,RULE-ST02-02,critLo,165.0,missing,
dev_production_line,4,RULE-ST02-02,warnLo,175.0,missing,
dev_production_line,4,RULE-ST02-02,warnHi,195.0,missing,
dev_production_line,4,RULE-ST02-02,critHi,210.0,in-text,rule
dev_production_line,4,RULE-ST02-04,critLo,9.5,missing,
dev_production_line,4,RULE-ST02-04,warnLo,11.0,missing,
dev_production_line,4,RULE-ST02-04,warnHi,13.5,missing,
dev_production_line,4,RULE-ST02-04,critHi,15.0,missing,
dev_production_line,4,RULE-ST03-01,critLo,1.5,missing,
dev_production_line,4,RULE-ST03-01,warnLo,1.8,in-text,rule
dev_production_line,4,RULE-ST03-01,warnHi,2.6,in-text,rule
dev_production_line,4,RULE-ST03-01,critHi,3.0,missing,
dev_production_line,4,RULE-ST03-02b,critLo,100.0,slot-bound,crit_lo
dev_production_line,4,RULE-ST03-02b,warnLo,110.0,slot-bound,warn_lo
dev_production_line,4,RULE-ST03-02b,warnHi,130.0,slot-bound,warn_hi
dev_production_line,4,RULE-ST03-02b,critHi,140.0,slot-bound,crit_hi
dev_production_line,4,RULE-ST03-03,critLo,1.5,missing,
dev_production_line,4,RULE-ST03-03,warnLo,1.8,missing,
dev_production_line,4,RULE-ST03-03,warnHi,2.6,missing,
dev_production_line,4,RULE-ST03-03,critHi,3.0,missing,
dev_production_line,4,RULE-ST04-01,critLo,0.01,missing,
dev_production_line,4,RULE-ST04-01,warnLo,0.02,missing,
dev_production_line,4,RULE-ST04-01,warnHi,0.2,missing,
dev_production_line,4,RULE-ST04-01,critHi,0.35,missing,
dev_production_line,4,RULE-ST04-02,critLo,0.01,missing,
dev_production_line,4,RULE-ST04-02,warnLo,0.02,missing,
dev_production_line,4,RULE-ST04-02,warnHi,0.2,missing,
dev_production_line,4,RULE-ST04-02,critHi,0.35,in-text,rule
dev_production_line,4,RULE-ST04-03,critLo,1.25,missing,
dev_production_line,4,RULE-ST04-03,warnLo,1.0,in-text,rule
dev_production_line,4,RULE-ST04-03,warnHi,1.4,missing,
dev_production_line,4,RULE-ST04-03,critHi,1.6,missing,
dev_production_line,4,RULE-SRV01-01,critLo,16.0,missing,
dev_production_line,4,RULE-SRV01-01,warnLo,18.0,missing,
dev_production_line,4,RULE-SRV01-01,warnHi,25.0,in-text,rule
dev_production_line,4,RULE-SRV01-01,critHi,28.0,missing,
dev_production_line,4,RULE-SRV01-02,critLo,16.0,missing,
dev_production_line,4,RULE-SRV01-02,warnLo,18.0,missing,
dev_production_line,4,RULE-SRV01-02,warnHi,25.0,missing,
dev_production_line,4,RULE-SRV01-02,critHi,28.0,in-text,rule
dev_production_line,4,RULE-WRH01-01a,critLo,-1.0,missing,
dev_production_line,4,RULE-WRH01-01a,warnLo,0.5,in-text,rule
dev_production_line,4,RULE-WRH01-01a,warnHi,8.0,in-text,rule
dev_production_line,4,RULE-WRH01-01a,critHi,12.0,in-text,rule
dev_production_line,4,RULE-WRH01-02,critLo,55.0,missing,
dev_production_line,4,RULE-WRH01-02,warnLo,60.0,missing,
dev_production_line,4,RULE-WRH01-02,warnHi,85.0,in-text,rule
dev_production_line,4,RULE-WRH01-02,critHi,90.0,missing,
dev_production_line,4,RULE-CHM01-01a,critLo,5.0,missing,
dev_production_line,4,RULE-CHM01-01a,warnLo,10.0,in-text,rule
dev_production_line,4,RULE-CHM01-01a,warnHi,20.0,in-text,rule
dev_production_line,4,RULE-CHM01-01a,critHi,25.0,in-text,rule
dev_production_line,4,RULE-CHM01-01b,critLo,5.0,missing,
dev_production_line,4,RULE-CHM01-01b,warnLo,10.0,in-text,trigger
dev_production_line,4,RULE-CHM01-01b,warnHi,20.0,in-text,trigger
dev_production_line,4,RULE-CHM01-01b,critHi,25.0,missing,
dev_production_line,4,RULE-CHM01-02a,critLo,15.0,missing,
dev_production_line,4,RULE-CHM01-02a,warnLo,20.0,missing,
dev_production_line,4,RULE-CHM01-02a,warnHi,50.0,in-text,rule
dev_production_line,4,RULE-CHM01-02a,critHi,60.0,missing,
dev_production_line,4,RULE-RND01-01,critLo,15.0,missing,
dev_production_line,4,RULE-RND01-01,warnLo,18.0,in-text,rule
dev_production_line,4,RULE-RND01-01,warnHi,26.0,in-text,rule
dev_production_line,4,RULE-RND01-01,critHi,30.0,missing,
dev_production_line,4,RULE-RND01-02a,critLo,25.0,missing,
dev_production_line,4,RULE-RND01-02a,warnLo,35.0,missing,
dev_production_line,4,RULE-RND01-02a,warnHi,65.0,in-text,rule
dev_production_line,4,RULE-RND01-02a,critHi,75.0,in-text,rule
dev_production_line,4,RULE-CAF01-01,critLo,14.0,missing,
dev_production_line,4,RULE-CAF01-01,warnLo,17.0,missing,
dev_production_line,4,RULE-CAF01-01,warnHi,26.0,in-text,condition
dev_production_line,4,RULE-CAF01-01,critHi,30.0,missing,
dev_production_line,4,RULE-CAF01-02,critLo,25.0,missing,
dev_production_line,4,RULE-CAF01-02,warnLo,35.0,missing,
dev_production_line,4,RULE-CAF01-02,warnHi,70.0,in-text,condition
dev_production_line,4,RULE-CAF01-02,critHi,80.0,missing,
dev_production_line,4,RULE-THR-ST01-TMP-CRIT,critLo,15.0,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST01-TMP-CRIT,warnLo,18.0,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST01-TMP-CRIT,warnHi,26.0,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST01-TMP-CRIT,critHi,30.0,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST01-PRS-CRIT,critLo,3.0,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST01-PRS-CRIT,warnLo,3.3,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST01-PRS-CRIT,warnHi,4.2,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST01-PRS-CRIT,critHi,4.8,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST01-FLW-CRIT,critLo,105.0,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST01-FLW-CRIT,warnLo,112.0,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST01-FLW-CRIT,warnHi,128.0,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST01-FLW-CRIT,critHi,135.0,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST02-TMP-CRIT,critLo,165.0,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST02-TMP-CRIT,warnLo,175.0,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST02-TMP-CRIT,warnHi,195.0,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST02-TMP-CRIT,critHi,210.0,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST02-PRS-CRIT,critLo,4.2,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST02-PRS-CRIT,warnLo,4.6,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST02-PRS-CRIT,warnHi,5.7,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST02-PRS-CRIT,critHi,6.2,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST02-CUR-CRIT,critLo,9.5,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST02-CUR-CRIT,warnLo,11.0,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST02-CUR-CRIT,warnHi,13.5,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST02-CUR-CRIT,critHi,15.0,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST03-SPD-CRIT,critLo,1.05,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST03-SPD-CRIT,warnLo,1.15,missing,
dev_production_line,4,RULE-THR-ST03-SPD-CRIT,warnHi,1.35,missing,
dev_production_line,4,RULE-THR-ST03-SPD-CRIT,critHi,1.05,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST03-TEN-CRIT,critLo,1.5,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST03-TEN-CRIT,warnLo,1.8,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST03-TEN-CRIT,warnHi,2.6,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST03-TEN-CRIT,critHi,3.0,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST03-CNT-CRIT,critLo,100.0,in-text,rule
dev_production_line,4,RULE-THR-ST03-CNT-CRIT,warnLo,110.0,in-text,rule
dev_production_line,4,RULE-THR-ST03-CNT-CRIT,warnHi,130.0,missing,
dev_production_line,4,RULE-THR-ST03-CNT-CRIT,critHi,140.0,missing,
dev_production_line,4,RULE-THR-ST04-VIB-CRIT,critLo,0.01,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST04-VIB-CRIT,warnLo,0.02,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST04-VIB-CRIT,warnHi,0.2,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST04-VIB-CRIT,critHi,0.35,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST04-CUR-CRIT,critLo,6.5,slot-bound,crit_lo
dev_production_line,4,RULE-THR-ST04-CUR-CRIT,warnLo,7.5,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST04-CUR-CRIT,warnHi,9.8,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST04-CUR-CRIT,critHi,11.0,slot-bound,crit_hi
dev_production_line,4,RULE-THR-ST04-SPD-CRIT,critLo,1.25,missing,
dev_production_line,4,RULE-THR-ST04-SPD-CRIT,warnLo,1.0,slot-bound,warn_lo
dev_production_line,4,RULE-THR-ST04-SPD-CRIT,warnHi,1.4,slot-bound,warn_hi
dev_production_line,4,RULE-THR-ST04-SPD-CRIT,critHi,1.6,slot-bound,crit_hi
dev_production_line,4,RULE-THR-SRV01-TMP-CRIT,critLo,16.0,slot-bound,crit_lo
dev_production_line,4,RULE-THR-SRV01-TMP-CRIT,warnLo,18.0,slot-bound,warn_lo
dev_production_line,4,RULE-THR-SRV01-TMP-CRIT,warnHi,25.0,slot-bound,warn_hi
